,id,units,ln_itm_qty,ln_itm_val,pk_price,unit_price,line_itm_ins,ln_itm_weight,ln_itm_freight_cost
8690,84797,60,40000,92400.0,2.31,0.04,114.3,3816.4053110656682,37935.33532459224
8691,84798,30,20160,244137.6,12.11,0.4,302.0,2700.412148703575,9909.91225136872
8692,84799,30,97351,1178920.61,12.11,0.4,1652.85,13040.070589704452,47854.16009836291
8693,84800,60,1276,2883.76,2.26,0.04,3.57,121.74332942299482,1210.1371968544925
8694,84801,90,66,481.8,7.3,0.08,0.6,4.243946002866818,271.8182181374608
8695,84802,240,442,5339.36,12.08,0.05,6.6,162.65309836829044,4114.599904943243
8696,84803,240,552,1021.2,1.85,0.01,1.26,201.73346441224882,1239.0433501552363
8697,84804,60,1152,4780.8,4.15,0.07,5.91,70.13173138033079,530.00482619846
8698,84805,60,86152,626325.04,7.27,0.12,878.11,7809.824873549262,70525.99194202709
8699,84806,240,583,1136.85,1.95,0.01,1.41,219.70388025490362,966.6504025932912
8700,84808,60,8807,22898.2,2.6,0.04,28.33,597.2414206669994,11104.7552155354
8701,84809,60,100000,727000.0,7.27,0.12,899.3,9065.169553288679,81862.28055300759
8702,84810,30,192,775.68,4.04,0.13,0.96,89.71776233836239,517.8915762031712
8703,84811,30,1613,7581.1,4.7,0.16,9.38,154.89494882904043,1101.9379472555106
8704,84812,30,100000,470000.0,4.7,0.16,581.39,9602.910652761342,68316.05376661567
8705,84813,60,270,537.3,1.99,0.03,0.66,16.20917813709628,7241.121531094648
8706,84814,30,80000,266400.0,3.33,0.11,329.54,6503.196659836891,203317.15070637845
8707,84816,60,3173,22211.0,7.0,0.12,27.48,287.63782992584976,2597.4901619469306
8708,84817,60,12106,52055.8,4.3,0.07,64.39,1133.02361470706,20210.097359251435
8709,84819,30,249965,3239546.4,12.96,0.43,4541.84,28621.982874010595,223727.56090865764
8710,84820,30,100000,1052000.0,10.52,0.35,1301.32,13394.901531267733,49156.310770678174
8711,84821,60,87384,611688.0,7.0,0.12,857.59,7921.507762445778,71534.53523844015
8712,84822,30,7044,74102.88,10.52,0.35,91.67,943.5368638624991,3462.5705306865702
8713,84824,30,63610,211821.3,3.33,0.11,262.02,5170.854244152808,161662.54945540917
8714,84825,30,46600,490232.0,10.52,0.35,687.31,6242.024113570764,22906.84081913603
8715,84826,60,120000,271200.0,2.26,0.04,335.47,11449.215933197005,113806.00597377673
8716,84827,120,3831,83439.18,21.78,0.18,103.21,971.6101979038633,8806.03976896101
8717,84828,30,10415,109565.8,10.52,0.35,135.53,1395.0789944815344,5119.629766766132
8718,84829,30,5800,27260.0,4.7,0.16,33.72,556.9688178601579,3962.331118463709
8719,84830,60,70000,600600.0,8.58,0.14,742.94,8899.806198381562,60923.78618030781
8720,84831,60,23090,52183.4,2.26,0.04,64.55,2203.019965812657,21898.172316120872
8721,84832,30,3000,12120.0,4.04,0.13,14.99,1401.8400365369125,8092.055878174551
8722,84833,30,1644,6641.76,4.04,0.13,8.22,768.208340022228,4434.446621239654
8723,84835,120,63353,1330413.0,21.0,0.18,1645.72,16067.455199113405,145624.91189845654
8724,84836,120,6000,126000.0,21.0,0.18,155.86,1521.7074360279769,13791.761580205186
8725,84837,120,43169,906549.0,21.0,0.18,1121.4,10948.43138431529,99229.42594264628
8726,84838,60,225,508.5,2.26,0.04,0.63,21.467279874744385,213.38626120083137
8727,84839,60,960,7958.4,8.29,0.14,9.84,122.0544850063757,835.5262104727927
8728,84841,120,12022,243084.84,20.22,0.17,300.7,11046.25680598734,72293.01284665614
8729,84842,60,20697,177580.26,8.58,0.14,219.67,2631.418412684331,18013.422893911866
8730,84843,30,8000,37600.0,4.7,0.16,52.72,768.2328522209073,5465.284301329253
8731,84844,60,43680,285667.2,6.54,0.11,353.37,2457.694643774957,178296.47781670355
8732,84846,30,19086,112034.82,5.87,0.2,138.59,3158.023650197364,1119964.2073218722
8733,84847,60,3342,38299.32,11.46,0.19,47.38,465.3273273709712,9864.189572041021
8734,84848,60,2880,33004.8,11.46,0.19,40.83,401.0002103017346,8500.558338563178
8735,84849,240,435,5254.8,12.08,0.05,6.5,160.07714432173378,4049.4365580323765
8736,84850,60,80322,312452.58,3.89,0.06,386.5,4889.86191660671,36954.034418327006
8737,84851,60,52483,118611.58,2.26,0.04,146.72,5007.409998516487,49774.00509601436
8738,84852,60,14404,56031.56,3.89,0.06,69.31,876.8901552103166,6626.900622016163
8739,84853,60,87707,378894.24,4.32,0.07,468.69,8226.524017350883,62555.420627457
8740,84854,60,17782,152569.56,8.58,0.14,188.73,2260.805054566013,15476.382369403333
8741,84855,60,60000,495600.0,8.26,0.14,613.06,7628.4053128984815,52220.38815454955
8742,84856,60,140,278.6,1.99,0.03,0.34,8.404759034049924,3754.6556087157437
8743,84857,60,131520,303811.2,2.31,0.04,375.81,12548.340662783918,124731.38254725929
8744,84858,60,21984,159823.68,7.27,0.12,197.7,1992.886874594983,17996.603756773187
8745,84859,60,1300,8333.0,6.41,0.11,10.31,73.14567392187372,5306.442792163796
8746,84860,90,5117,47588.1,9.3,0.1,58.87,329.03441964650773,21074.148821354345
8747,84863,30,66205,814321.5,12.3,0.41,1007.32,7580.734807568545,59255.82849582013
8748,84864,30,100619,1237613.7,12.3,0.41,1530.93,11521.27415758235,90057.5818657341
8749,84865,30,100000,1115000.0,11.15,0.37,1379.26,13394.901531267733,49156.310770678174
8750,84866,60,11833,135606.18,11.46,0.19,167.74,1647.5817668404256,34926.078757020165
8751,84867,60,4068,25425.0,6.25,0.1,26.14,228.88969347244793,16605.084060401787
8752,84868,240,6816,58004.16,8.51,0.04,71.75,2508.2432544757185,63450.48179206593
8753,84869,240,225,472.5,2.1,0.01,0.58,84.60650745102285,520.1575325883294
8754,84870,60,13290,74158.2,5.58,0.09,91.73,747.7738510936168,54248.17285219759
8755,84873,30,64500,719175.0,11.15,0.37,889.62,8639.711487667688,31705.820447087423
8756,84874,60,9301,21392.3,2.3,0.04,26.46,665.2671735885464,33402.182773197936
8757,84875,60,7894,33944.2,4.3,0.07,41.99,738.8145064015804,13178.465930441998
8758,84876,60,2200,8250.0,3.75,0.06,10.21,133.9321258999373,1012.1619944762259
8759,84877,120,27,567.0,21.0,0.18,0.7,6.847683462125897,62.06292711092334
8760,84879,30,70000,780500.0,11.15,0.37,965.48,9376.431071887413,34409.41753947472
8761,84880,60,841,3153.75,3.75,0.06,3.9,51.1985990372033,386.92192607023003
8762,84883,30,14,156.1,11.15,0.37,0.19,1.8752862143774827,6.881883507894944
8763,84884,240,4000,7440.0,1.86,0.01,9.2,1507.4022658998533,6632.249760502856
8764,84887,120,2300,47104.0,20.48,0.17,58.27,583.3211838107245,5286.841939078655
8765,84889,60,25000,157500.0,6.3,0.1,194.83,2087.47870658514,18082.974102644264
8766,84890,60,16357,185815.52,11.36,0.19,229.85,2277.486263856067,48279.03914717983
8767,84891,30,52800,248160.0,4.7,0.16,306.97,5070.3368246579885,36070.876388773075
8768,84893,60,8201,30753.75,3.75,0.06,38.04,499.26243841153894,3773.0638712270584
8769,84894,60,1915,7660.0,4.0,0.07,9.48,490.5015343170758,5781.480653948784
8770,84895,60,255001,2106308.26,8.26,0.14,2605.5,32420.849719907095,221937.51999663818
8771,84896,90,5923,55083.9,9.3,0.1,56.63,380.86200265121465,24393.625848911823
8772,84898,60,25000,168250.0,6.73,0.11,208.13,2266.2923883221697,20465.570138251896
8773,84899,60,2723,18325.79,6.73,0.11,18.84,246.8445669360507,2229.1098994583967
8774,84900,120,777,15912.96,20.48,0.17,16.36,197.061112965623,1786.0331246365715
8775,84901,240,630,1171.8,1.86,0.01,1.2,237.4158568792269,1044.5793372791998
8776,84903,60,1209,2696.07,2.23,0.04,3.34,72.58109765833113,32424.133078123814
8777,84904,240,13000,18590.0,1.43,0.01,23.0,4750.969270578324,29180.368753655926
8778,84905,60,1702,11454.46,6.73,0.11,11.78,154.2891857969733,1393.296015012189
8779,84906,90,48,446.4,9.3,0.1,0.46,3.0865061839031407,197.68597682724422
8780,84907,60,803,5018.75,6.25,0.1,5.16,45.18152012251123,3277.7488939288683
8781,84908,30,25000,83250.0,3.33,0.11,85.58,2032.2489561990283,63536.60959574326
8782,84909,60,3757,25284.61,6.73,0.11,25.99,340.57842011705566,3075.565880376495
8783,84910,120,33086,664036.02,20.07,0.17,821.41,8391.202038070274,76052.37060711146
8784,84911,30,26000,122200.0,4.7,0.16,151.16,2496.756769717949,17762.173979320072
8785,84913,120,15826,299111.4,18.9,0.16,370.0,14541.512245180138,95167.96051498753
8786,84914,90,74,688.2,9.3,0.1,0.71,4.758363700184009,304.7658809420015
8787,84915,60,210,468.3,2.23,0.04,0.48,12.607138551074886,5631.983413073615
8788,84916,30,3300,12474.0,3.78,0.13,15.43,1542.0240401906037,8901.261465992005
8789,84917,30,52200,562716.0,10.78,0.36,578.47,6992.138599321756,25659.594222294007
8790,84918,240,30,251.4,8.38,0.03,0.26,11.039803056671296,279.2714867608536
8791,84919,30,29440,136601.6,4.64,0.15,140.43,2827.096896172939,20112.246228891654
8792,84920,30,3291,44494.32,13.52,0.45,45.74,314.94452638606833,1522.9690581743905
8793,84921,30,3709,50145.68,13.52,0.45,51.55,354.9465962825668,1716.406027580922
8794,84922,60,75235,610155.85,8.11,0.14,627.24,9565.384561931955,65480.01504679226
8795,84925,60,2581,9678.75,3.75,0.06,9.95,157.1267349762446,1187.450048974154
8796,84926,30,61123,658905.94,10.78,0.36,815.07,8187.365662956777,30045.81183236162
8797,84927,120,54000,1020600.0,18.9,0.16,1262.48,49617.19077718486,324723.23188483046
8798,84928,30,225000,2425500.0,10.78,0.36,3000.34,30138.5284453524,110601.69923402589
8799,84929,60,30666,67771.86,2.21,0.04,83.83,2925.8471317284943,29083.12482659864
8800,84930,60,92125,608025.0,6.6,0.11,625.05,8351.287450967195,75415.62595945824
8801,84931,90,10534,97966.2,9.3,0.1,100.71,677.3595029424101,43383.83499787897
8802,84934,120,1031,20321.01,19.71,0.16,20.89,261.4800610908074,2369.884364865258
8803,84935,30,573,1839.33,3.21,0.11,2.28,46.57914607608173,1456.2590919344354
8804,84936,100,6778,8811.4,1.3,0.01,9.06,1370.385959650423,4666.956209464399
8805,84937,30,30000,96300.0,3.21,0.11,99.0,2438.698747438834,76243.93151489191
8806,84938,30,2555,34543.6,13.52,0.45,35.51,13882.870618916546,19390.713405424907
8807,84939,30,20340,65291.4,3.21,0.11,67.12,1653.4377507635295,51693.38556709672
8808,84940,120,14758,278926.2,18.9,0.16,345.03,13560.194472031371,88745.65659548754
8809,84942,100,28464,37003.2,1.3,0.01,45.77,5754.893177263151,19598.737318706793
8810,84943,30,153560,721732.0,4.7,0.16,741.94,14746.229598380316,104906.13216401503
8811,84944,60,44716,101058.16,2.26,0.04,103.89,4266.359497240311,42407.911359361664
8812,84945,240,301,0.0,0.0,0.0,0.0,104.99775569092658,284.8778262263546
8813,84947,30,8283,26588.43,3.21,0.11,27.33,673.3247241678621,21050.949491261657
8814,84949,30,800,3024.0,3.78,0.13,3.11,373.82400974317665,2157.8815675132137
8815,84950,30,108650,348766.5,3.21,0.11,358.53,8832.153963640978,276130.10530310025
8816,84951,60,48253,105191.54,2.18,0.04,108.14,4603.825136871292,45762.343385438726
8817,84952,60,26700,66483.0,2.49,0.04,68.34,1810.6444795967845,33666.057029044525
8818,84953,60,100000,652000.0,6.52,0.11,670.26,9065.169553288679,81862.28055300759
8819,84955,60,39132,86481.72,2.21,0.04,88.9,3733.589315815543,37112.138548048584
8820,84956,60,3274,18432.62,5.63,0.09,18.95,273.37621141438996,2368.1462884822927
8821,84957,30,1540,5821.2,3.78,0.13,5.98,719.611218755615,4153.922017462936
8822,84966,60,2274,8527.5,3.75,0.06,8.77,138.4371155892988,1046.2074433813352
8823,84967,30,6600,21186.0,3.21,0.11,21.78,536.5137244365435,16773.66493327622
8824,84968,60,20000,74600.0,3.73,0.06,92.28,1217.5647809085208,9201.4726770566
8825,84969,120,32905,648557.55,19.71,0.16,666.72,8345.29719708343,75636.31913277527
8826,84970,60,74930,607682.3,8.11,0.14,624.7,9526.60683492472,65214.56140700663
8827,84971,240,1090,2289.0,2.1,0.01,2.35,409.87152498495516,2519.874268983463
8828,84972,240,2125,4462.5,2.1,0.01,5.52,799.0614592596603,4912.598918889778
8829,84974,60,2651,14421.44,5.44,0.09,14.83,149.16090889760557,10821.06141694325
8830,84975,60,45520,369167.2,8.11,0.14,379.5,5787.416830718981,39617.86781325159
8831,84978,60,4000,8600.0,2.15,0.04,8.84,522.569578645581,4636.309647323479
8832,84979,60,7977,90618.72,11.36,0.19,93.16,1110.6870408253253,23544.775648166134
8833,84980,30,11536,54219.2,4.7,0.16,55.74,1107.7917729025482,7880.9399625167825
8834,84981,240,10000,13000.0,1.3,0.01,13.36,3768.5056647496335,16580.62440125714
8835,84982,240,100,838.0,8.38,0.03,0.86,36.799343522237656,930.904955869512
8836,84984,60,2532,16711.2,6.6,0.11,17.18,229.53009308926934,2072.7529436021523
8837,84988,60,15000,29850.0,1.99,0.03,30.69,1959.635919920929,17386.161177463047
8838,84991,60,5850,12753.0,2.18,0.04,13.11,558.149276743354,5548.0427912216155
8839,84992,240,714,1499.4,2.1,0.01,1.54,268.48465031124584,1650.6332367469656
8840,84994,60,100000,811000.0,8.11,0.14,833.71,12714.008854830803,87033.98025758259
8841,84995,30,12783,151989.87,11.89,0.4,156.25,1463.704146894475,11441.23941789999
8842,84996,60,137,697.33,5.09,0.08,0.72,11.439383312086568,99.09469808249055
8843,84997,30,64445,206868.45,3.21,0.11,212.66,5238.731359289855,163784.672215907
8844,84999,60,126840,853633.2,6.73,0.11,877.53,11498.261061391358,103834.11665343482
8845,85000,30,380,1436.4,3.78,0.13,1.48,177.5664046280089,1024.9937445687765
8846,85001,120,13642,264381.96,19.38,0.16,271.78,3459.8554737156105,31357.868579526526
8847,85002,30,45000,485100.0,10.78,0.36,498.68,6027.70568907048,22120.33984680518
8848,85003,120,3663,69230.7,18.9,0.16,71.17,3365.6994410523725,22027.059229520997
8849,85004,60,33147,218770.2,6.6,0.11,224.9,3004.831751828598,27134.89013490542
8850,85005,60,320300,2472716.0,7.72,0.13,2541.95,40722.97036202306,278769.838765037
8851,85007,30,4236,15037.8,3.55,0.12,15.46,1979.3981315901203,11425.982899982466
8852,85008,60,132000,871200.0,6.6,0.11,895.59,11966.023810341056,108058.21032997001
8853,85009,30,4,18.44,4.61,0.15,0.02,0.38411642611045366,2.732642150664627
8854,85010,60,6000,11940.0,1.99,0.03,14.05,783.8543679683715,6954.464470985219
8855,85011,60,19389,38778.0,2.0,0.03,39.86,2533.025390089793,22473.351937988737
8856,85012,60,3194,24657.68,7.72,0.13,25.35,406.0854428232958,2779.8653294271876
8857,85013,120,11607,219372.3,18.9,0.16,258.2,10664.939506496012,69797.45467568938
8858,85018,30,9360,89856.0,9.6,0.32,105.76,1253.76278332666,4601.030688135477
8859,85019,60,1700,3315.0,1.95,0.03,3.9,222.09207092437197,1970.431600112479
8860,85020,60,51431,335330.12,6.52,0.11,344.72,4662.3073529519,42102.589511217324
8861,85022,30,108856,339630.72,3.12,0.1,399.75,8848.899695040058,276653.6469661692
8862,85024,30,200000,1920000.0,9.6,0.32,1973.76,26789.803062535466,98312.62154135635
8863,85025,240,140,956.2,6.83,0.03,1.13,46.396011781978864,511.19567419045734
8864,85026,30,13549,62189.91,4.59,0.15,63.93,1301.098364342634,9256.142124838756
8865,85027,60,912,3283.2,3.6,0.06,3.38,55.52095400942855,419.58715407378094
8866,85029,30,100000,960000.0,9.6,0.32,1129.92,13394.901531267733,49156.310770678174
8867,85030,60,36971,241050.92,6.52,0.11,247.8,3351.483835546357,30265.303743252432
8868,85031,60,25526,166429.52,6.52,0.11,171.09,2313.975180172468,20896.165733960715
8869,85032,60,13660,49176.0,3.6,0.06,50.55,831.5967453605197,6284.605838429657
8870,85035,30,7500,26625.0,3.55,0.12,27.37,3504.600091342281,20230.139695436374
8871,85036,30,121000,1161600.0,9.6,0.32,1194.12,16207.830852833957,59479.13603252059
8872,85037,30,170780,1639488.0,9.6,0.32,1685.39,22875.812835099034,83949.14753416418
8873,85038,60,14476,57180.2,3.95,0.07,67.3,1208.7336702610594,10470.765324395134
8874,85039,90,3101,28839.3,9.3,0.1,33.94,199.40115992257583,12771.33779461009
8875,85041,60,2741,5454.59,1.99,0.03,6.42,358.09080376688445,3177.0311858284144
8876,85042,60,9262,18431.38,1.99,0.03,21.69,1210.009859353843,10735.374988377518
8877,85043,60,5126,9841.92,1.92,0.03,11.58,669.6729150343122,5941.430813045039
8878,85044,60,221000,481780.0,2.18,0.04,495.27,21085.639343637817,209592.72766837213
8879,85045,60,89575,195273.5,2.18,0.04,200.74,8546.36264346768,84951.44154250875
8880,85047,120,8452,157545.28,18.64,0.16,185.43,7766.009193495674,50825.19918315901
8881,85048,60,6258,40802.16,6.52,0.11,41.94,567.2983106448055,5122.941517007214
8882,85051,30,134500,1343655.0,9.99,0.33,1581.48,18016.1425595551,66115.23798656215
8883,85064,60,45,109.8,2.44,0.04,0.22,2.7015296895160468,1206.8535885157746
8884,85065,60,100,290.0,2.9,0.05,0.57,9.54101327766417,94.8383383114806
8885,85066,60,63,153.72,2.44,0.04,0.3,3.782141565322466,1689.5950239220847
8886,85067,60,28,210.84,7.53,0.13,0.41,1.5754452844711264,114.2926139850664
8887,85068,60,3000,8700.0,2.9,0.05,17.05,286.2303983299251,2845.150149344418
8888,85069,60,398,971.12,2.44,0.04,1.9,23.893529253941928,10673.949516206187
8889,85070,60,41336,362103.36,8.76,0.15,709.72,3747.178486547408,33838.592289391214
8890,85071,60,4000,85680.0,21.42,0.36,167.93,556.9447365301869,11806.33102578219
8891,85072,240,4464,8570.88,1.92,0.01,16.8,1646.4574357714157,10425.851483527977
8892,85073,240,4704,9031.68,1.92,0.01,19.47,1734.9766527483737,10986.381133180019
8893,85074,30,3444,7714.56,2.24,0.07,15.12,203.70218002656935,5454.768751885414
8894,85075,60,50000,122000.0,2.44,0.04,239.12,3001.69965501783,1340948.4316841941
8895,85076,30,5000,28900.0,5.78,0.19,56.64,406.4497912398057,12707.321919148653
8896,85077,60,755,16172.1,21.42,0.36,31.7,105.12331902007278,2228.4449811163886
8897,85078,30,168,971.04,5.78,0.19,1.9,13.656712985657471,426.96601648339475
8898,85079,30,572,1281.28,2.24,0.07,2.76,33.8320693888495,905.9604314978097
8899,85080,30,2000,20000.0,10.0,0.33,43.12,192.05821305522682,1366.3210753323133
8900,85081,60,40080,454908.0,11.35,0.19,891.62,5095.7747490161855,34883.219287239095
8901,85082,100,350,28000.0,80.0,0.8,54.88,7469.80642912202,64945.04547250132
8902,85084,30,26712,154395.36,5.78,0.19,332.88,2171.417364719538,67887.59662085977
8903,85085,60,200,546.0,2.73,0.05,1.18,19.08202655532834,189.6766766229612
8904,85086,60,21658,243002.76,11.22,0.19,476.29,2753.600037779255,18849.819444187237
8905,85087,60,19942,223749.24,11.22,0.19,438.55,2535.4276458303584,17356.31634296712
8906,85088,60,9876,26961.48,2.73,0.05,58.13,942.2704713021135,9366.234291641824
8907,85089,30,6464,169680.0,26.25,0.88,365.83,699.403098673993,39724.612256508146
8908,85090,30,1900,9747.0,5.13,0.17,21.01,154.45092067112614,4828.782329276488
8909,85091,60,35802,218750.22,6.11,0.1,471.63,3358.0673477509927,25535.124554530605
8910,85092,60,2610,3680.1,1.41,0.02,7.93,217.04021944722282,5066.64130729223
8911,85093,60,106,151.58,1.43,0.02,0.33,8.685581233404054,255.13635205427144
8912,85094,30,26697,136955.61,5.13,0.17,268.43,2170.1980153458185,67849.47465510231
8913,85095,60,10000,112200.0,11.22,0.19,241.9,1271.4008854830802,8703.398025758257
8914,85096,30,350,4112.5,11.75,0.39,8.87,57.91199190868057,20537.958323517516
8915,85097,60,30315,340134.3,11.22,0.19,666.66,3854.251784341958,26384.35111508616
8916,85098,60,6000,16380.0,2.73,0.05,35.32,572.4607966598502,5690.300298688836
8917,85099,30,35000,411250.0,11.75,0.39,886.66,5791.1991908680575,2053795.8323517516
8918,85100,60,3200,28032.0,8.76,0.15,60.44,290.0854257052377,2619.5929776962425
8919,85101,30,3680,36800.0,10.0,0.33,79.34,353.3871120216174,2514.0307786114568
8920,85102,60,70,238.0,3.4,0.06,0.51,4.747007998942881,88.26307086266357
8921,85103,60,1600,14016.0,8.76,0.15,30.22,145.04271285261885,1309.7964888481213
8922,85104,30,3500,16625.0,4.75,0.16,35.84,284.51485386786396,8895.125343404057
8923,85105,30,188,893.0,4.75,0.16,1.93,15.282512150616693,477.7953041599893
8924,85106,90,250,6875.0,27.5,0.31,14.82,41.433389163060106,4150.10358125678
8925,85107,60,45000,504900.0,11.22,0.19,1088.56,5721.303984673861,39165.291115912165
8926,85108,30,9852,98520.0,10.0,0.33,212.41,946.0787575100474,6730.497617086976
8927,85109,60,330,2547.6,7.72,0.13,5.49,70.55615063890464,777.2569087136337
8928,85110,60,17000,190740.0,11.22,0.19,411.24,2161.3815053212365,14795.77664378904
8929,85111,60,5000,43800.0,8.76,0.15,94.43,453.2584776644339,4093.114027650379
8930,85112,60,2159,16667.48,7.72,0.13,35.94,461.6082703921064,5085.1444421598035
8931,85113,60,9316,22731.04,2.44,0.04,49.01,559.276679722922,249845.51179139904
8932,85114,60,8150,154850.0,19.0,0.32,333.86,1134.774900680256,24055.399465031216
8933,85115,100,6636,32118.24,4.84,0.05,69.25,632.640977519257,23894.12333019701
8934,85116,60,6000,14640.0,2.44,0.04,31.56,360.2039586021396,160913.8118021033
8935,85117,60,1815,4827.9,2.66,0.04,10.41,173.1693909896047,1721.3158403533728
8936,85118,60,8520,19851.6,2.33,0.04,42.8,511.4896212150382,228497.61275898668
8937,85119,90,1176,11842.32,10.07,0.11,25.53,154.48319416502343,9955.51644046295
8938,85120,60,504,720.72,1.43,0.02,1.55,41.297480581468335,1213.1011456165359
8939,85121,30,1500,17625.0,11.75,0.39,38.0,248.19425103720246,88019.82138650364
8940,85122,60,176143,1543012.68,8.76,0.15,3326.74,15967.661606249276,144194.67683448415
8941,85123,60,2500,6825.0,2.73,0.05,14.71,238.52533194160426,2370.958457787015
8942,85124,60,35199,96093.27,2.73,0.05,207.18,3358.341263605011,33382.146702258055
8943,85125,60,20000,54600.0,2.73,0.05,117.72,1908.2026555328341,18967.66766229612
8944,85126,30,5000,23000.0,4.6,0.15,49.59,406.4497912398057,12707.321919148653
8945,85127,60,34379,385732.38,11.22,0.19,831.64,4370.949104202282,29921.41207275432
8946,85128,30,45000,450000.0,10.0,0.33,970.2,4321.309793742604,30742.22419497705
8947,85129,30,20000,200000.0,10.0,0.33,431.2,1920.5821305522684,13663.210753323134
8948,85130,30,2500,29375.0,11.75,0.39,63.33,413.6570850620041,146699.7023108394
8949,85131,60,15000,131400.0,8.76,0.15,283.3,1359.7754329933018,12279.342082951138
8950,85132,60,2100,12033.0,5.73,0.1,25.94,196.97060025353568,1497.7867595250061
8951,85133,30,3000,13350.0,4.45,0.15,28.78,243.8698747438834,7624.393151489191
8952,85134,60,3000,8190.0,2.73,0.05,17.66,286.2303983299251,2845.150149344418
8953,85135,60,5000,56100.0,11.22,0.19,120.95,635.7004427415401,4351.6990128791285
8954,85136,30,3000,35250.0,11.75,0.39,76.0,496.3885020744049,176039.64277300728
8955,85137,60,11994,39340.32,3.28,0.05,84.82,813.3659134188702,15123.246741811237
8956,85138,60,441,1446.48,3.28,0.05,3.12,29.90615039334015,556.0573464347804
8957,85139,30,4000,47000.0,11.75,0.39,101.33,661.8513360992065,234719.52369734301
8958,85140,60,28600,78078.0,2.73,0.05,168.34,2728.729797411953,27123.764757083452
8959,85141,60,3322,9069.06,2.73,0.05,19.55,316.95246108400374,3150.5295987073855
8960,85142,60,4399,37611.45,8.55,0.14,81.09,398.77680864916897,3601.121721526804
8961,85143,30,667,2968.15,4.45,0.15,6.4,54.220402151390076,1695.1567440144302
8962,85144,60,61920,542419.2,8.76,0.15,1169.46,5613.152987396349,50689.12411842229
8963,85145,60,40213,343821.15,8.55,0.14,741.28,3645.376632463976,32919.27887878094
8964,85146,60,56054,327915.9,5.85,0.1,706.99,5257.614298386518,39979.49477067366
8965,85147,60,6580,15331.4,2.33,0.04,33.05,395.0236746003464,176468.81360963994
8966,85148,120,4360,168950.0,38.75,0.32,364.26,1105.77407018033,10022.013414949102
8967,85149,60,118170,1325867.4,11.22,0.19,2858.57,15024.144263753558,102848.05447038534
8968,85150,60,52752,451029.6,8.55,0.14,972.42,4782.058242750843,43183.990237322556
8969,85151,60,59746,342344.58,5.73,0.1,738.09,5603.9073727370205,42612.746540276676
8970,85152,60,50000,286500.0,5.73,0.1,617.69,4689.776196512755,35661.58951250015
8971,85153,200,600,810.0,1.35,0.01,1.75,62.459615763065585,4730.189605196597
8972,85154,60,21506,183876.3,8.55,0.14,396.44,1949.5553641302631,17605.30205572981
8973,85155,30,8375,98406.25,11.75,0.39,212.16,1385.7512349577137,491444.00274131197
8974,85156,60,150000,399000.0,2.66,0.04,860.24,14311.519916496256,142257.5074672209
8975,85157,90,2150,20876.5,9.71,0.11,45.01,282.4310097404765,18200.98668962189
8976,85158,30,21400,206082.0,9.63,0.32,444.31,2055.022879690927,14619.63550605575
8977,85159,30,128000,578560.0,4.52,0.15,1247.38,10405.114655739026,325307.4411302055
8978,85160,240,7483,15115.66,2.02,0.01,32.59,2812.406889431514,20458.30632789959
8979,85161,60,8556,28063.68,3.28,0.05,60.51,580.2200062707899,10788.269061442135
8980,85162,60,50928,435434.4,8.55,0.14,938.8,4616.709550098858,41690.822240035704
8981,85163,60,112100,608703.0,5.43,0.09,1312.36,10514.478232581596,79953.28368702532
8982,85164,60,17045,270845.05,15.89,0.26,583.94,2373.2807585392593,50309.72808361436
8983,85165,240,551,1113.02,2.02,0.01,2.4,207.0875579415695,1506.4181192934218
8984,85167,240,4810,8898.5,1.85,0.01,19.19,1757.8586301139796,10796.736438852691
8985,85168,60,800,13152.0,16.44,0.27,28.36,111.3889473060374,2361.2662051564384
8986,85169,60,9255,103841.1,11.22,0.19,223.88,1176.6815195145907,8054.994872839267
8987,85171,30,1467,3286.08,2.24,0.07,5.42,86.76861152699688,2323.5034143484036
8988,85172,30,55488,605928.96,10.92,0.36,1306.38,9181.201734368193,3256029.2327295425
8989,85173,60,200,280.0,1.4,0.02,0.6,16.631434440400216,388.24837603771874
8990,85174,60,2005,31077.5,15.5,0.26,51.28,279.1685491857562,5917.923426673323
8991,85175,30,34553,149268.96,4.32,0.14,246.29,2808.811927341801,87815.21885446868
8992,85176,60,2292,17694.24,7.72,0.13,38.15,490.04453716475587,5398.402529611056
8993,85177,90,492,4777.32,9.71,0.11,10.3,64.63072408944858,4165.063000601846
8994,85178,60,2436,37758.0,15.5,0.26,81.41,339.17934454688384,7190.055594701354
8995,85179,60,6361,52541.86,8.26,0.14,113.28,576.6354352846928,5207.259665976812
8996,85180,240,448,6137.6,13.7,0.06,10.13,164.8610589796247,4170.454202295414
8997,85181,60,11979,30067.29,2.51,0.04,64.83,1142.9179805313909,11360.684546332259
8998,85183,30,19836,395133.12,19.92,0.66,851.91,2271.30059123827,17753.92514225645
8999,85184,30,45000,194400.0,4.32,0.14,320.76,3658.048121158251,114365.89727233787
9000,85185,60,9073,22773.23,2.51,0.04,49.1,865.6561346824702,8604.682435000635
9001,85186,30,2950,12449.0,4.22,0.14,20.54,239.80537683148535,7497.319932297705
9002,85187,90,811,7874.81,9.71,0.11,16.98,106.53560413931463,6865.581490829466
9003,85188,30,28200,561744.0,19.92,0.66,926.88,3229.0117298305713,25240.0024708425
9004,85189,30,3000,19710.0,6.57,0.22,32.52,1401.8400365369125,8092.055878174551
9005,85190,30,49142,207379.24,4.22,0.14,342.18,3994.751128221306,124892.64275016061
