,del_date_scheduled,del_date_client,del_date_recorded,pq_date,po_date,po_date_new,pq_date_new,anticipated_lead_time,actual_lead_time,delivery_delay_time
8786,2014-06-30 00:00:00.000000000,2014-04-14 00:00:00.000000000,2014-06-06 00:00:00.000000000,2014-01-16 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-13 12:00:00.000000000,2013-10-30 12:00:00.000000000,77 days 12:00:00.000000000,0 days 12:00:00.000000000,-77 days +00:00:00.000000000
8787,2014-06-30 00:00:00.000000000,2014-04-14 00:00:00.000000000,2014-06-06 00:00:00.000000000,2014-01-16 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-13 12:00:00.000000000,2013-10-30 12:00:00.000000000,77 days 12:00:00.000000000,0 days 12:00:00.000000000,-77 days +00:00:00.000000000
8788,2014-04-30 00:00:00.000000000,2014-04-25 00:00:00.000000000,2014-06-06 00:00:00.000000000,2013-08-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-12-04 07:01:27.811200000,2013-03-15 07:01:27.811200000,146 days 16:58:32.188800000,141 days 16:58:32.188800000,-5 days +00:00:00.000000000
8789,2014-04-30 00:00:00.000000000,2014-04-25 00:00:00.000000000,2014-06-11 00:00:00.000000000,2013-10-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-12-04 07:01:27.811200000,2013-05-28 07:01:27.811200000,146 days 16:58:32.188800000,141 days 16:58:32.188800000,-5 days +00:00:00.000000000
8790,2014-05-05 00:00:00.000000000,2014-04-25 00:00:00.000000000,2014-05-13 00:00:00.000000000,2013-10-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-02-16 12:00:00.000000000,2013-07-23 12:00:00.000000000,77 days 12:00:00.000000000,67 days 12:00:00.000000000,-10 days +00:00:00.000000000
8791,2014-05-06 00:00:00.000000000,2014-05-19 00:00:00.000000000,2014-06-12 00:00:00.000000000,2013-10-31 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-02-01 12:00:00.000000000,2013-07-29 12:00:00.000000000,93 days 12:00:00.000000000,106 days 12:00:00.000000000,13 days 00:00:00.000000000
8792,2014-04-21 00:00:00.000000000,2014-05-01 00:00:00.000000000,2014-06-11 00:00:00.000000000,2013-10-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-11-25 07:01:27.811200000,2013-05-28 07:01:27.811200000,146 days 16:58:32.188800000,156 days 16:58:32.188800000,10 days 00:00:00.000000000
8793,2014-04-21 00:00:00.000000000,2014-05-01 00:00:00.000000000,2014-06-11 00:00:00.000000000,2013-10-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-11-25 07:01:27.811200000,2013-05-28 07:01:27.811200000,146 days 16:58:32.188800000,156 days 16:58:32.188800000,10 days 00:00:00.000000000
8794,2014-04-30 00:00:00.000000000,2014-04-22 00:00:00.000000000,2014-06-11 00:00:00.000000000,2013-10-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-12-04 07:01:27.811200000,2013-05-28 07:01:27.811200000,146 days 16:58:32.188800000,138 days 16:58:32.188800000,-8 days +00:00:00.000000000
8795,2014-04-30 00:00:00.000000000,2014-05-12 00:00:00.000000000,2014-06-24 00:00:00.000000000,2014-02-03 00:00:00.000000000,1910-01-01 00:00:00.000000000,2013-12-15 01:41:24.547200000,2013-09-20 01:41:24.547200000,135 days 22:18:35.452800000,147 days 22:18:35.452800000,12 days 00:00:00.000000000
8796,2014-06-16 00:00:00.000000000,2014-05-17 00:00:00.000000000,2014-06-23 00:00:00.000000000,2013-08-30 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-01 00:00:00.000000000,2013-05-15 00:00:00.000000000,107 days 00:00:00.000000000,77 days 00:00:00.000000000,-30 days +00:00:00.000000000
8797,2014-06-30 00:00:00.000000000,2014-05-16 00:00:00.000000000,2014-06-30 00:00:00.000000000,2013-08-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-02-03 07:01:27.811200000,2013-03-15 07:01:27.811200000,146 days 16:58:32.188800000,101 days 16:58:32.188800000,-45 days +00:00:00.000000000
8798,2014-05-30 00:00:00.000000000,2014-05-30 00:00:00.000000000,2014-06-23 00:00:00.000000000,2013-09-10 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-02-19 12:37:53.702400000,2013-06-02 12:37:53.702400000,99 days 11:22:06.297600000,99 days 11:22:06.297600000,0 days 00:00:00.000000000
8799,2014-05-30 00:00:00.000000000,2014-07-03 00:00:00.000000000,2014-07-09 00:00:00.000000000,2013-05-06 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-02-12 00:00:00.000000000,2013-01-19 00:00:00.000000000,107 days 00:00:00.000000000,141 days 00:00:00.000000000,34 days 00:00:00.000000000
8800,2014-06-30 00:00:00.000000000,2014-05-09 00:00:00.000000000,2014-05-23 00:00:00.000000000,2013-11-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-30 00:00:00.000000000,2013-08-19 00:00:00.000000000,92 days 00:00:00.000000000,40 days 00:00:00.000000000,-52 days +00:00:00.000000000
8801,2014-06-30 00:00:00.000000000,2014-05-09 00:00:00.000000000,2014-05-23 00:00:00.000000000,2013-11-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-30 00:00:00.000000000,2013-08-19 00:00:00.000000000,92 days 00:00:00.000000000,40 days 00:00:00.000000000,-52 days +00:00:00.000000000
8802,2014-06-30 00:00:00.000000000,2014-06-03 00:00:00.000000000,2014-07-18 00:00:00.000000000,2014-04-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-13 12:00:00.000000000,2014-01-21 12:00:00.000000000,77 days 12:00:00.000000000,50 days 12:00:00.000000000,-27 days +00:00:00.000000000
8803,2014-06-16 00:00:00.000000000,2014-06-04 00:00:00.000000000,2014-07-09 00:00:00.000000000,2013-07-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-18 13:42:51.465600000,2013-05-11 13:42:51.465600000,58 days 10:17:08.534400000,46 days 10:17:08.534400000,-12 days +00:00:00.000000000
8804,2014-06-16 00:00:00.000000000,2014-06-17 00:00:00.000000000,2014-07-17 00:00:00.000000000,2014-01-16 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-14 12:00:00.000000000,2013-10-14 12:00:00.000000000,93 days 12:00:00.000000000,94 days 12:00:00.000000000,1 days 00:00:00.000000000
8805,2014-07-31 00:00:00.000000000,2014-07-25 00:00:00.000000000,2014-09-05 00:00:00.000000000,2013-10-21 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-05 22:04:48.000000000,2013-06-26 22:04:48.000000000,116 days 01:55:12.000000000,110 days 01:55:12.000000000,-6 days +00:00:00.000000000
8806,2014-07-09 00:00:00.000000000,2014-07-18 00:00:00.000000000,2014-08-07 00:00:00.000000000,2013-10-21 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-14 22:04:48.000000000,2013-06-26 22:04:48.000000000,116 days 01:55:12.000000000,125 days 01:55:12.000000000,9 days 00:00:00.000000000
8807,2014-07-31 00:00:00.000000000,2014-10-06 00:00:00.000000000,2014-10-13 00:00:00.000000000,2013-10-21 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-05 22:04:48.000000000,2013-06-26 22:04:48.000000000,116 days 01:55:12.000000000,183 days 01:55:12.000000000,67 days 00:00:00.000000000
8808,2014-06-30 00:00:00.000000000,2014-06-24 00:00:00.000000000,2014-07-01 00:00:00.000000000,2013-10-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-03-01 01:36:00.028800000,2013-06-02 01:36:00.028800000,120 days 22:23:59.971200000,114 days 22:23:59.971200000,-6 days +00:00:00.000000000
8809,2014-07-31 00:00:00.000000000,2014-09-25 00:00:00.000000000,2014-10-06 00:00:00.000000000,2013-10-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-01 01:36:00.028800000,2013-06-02 01:36:00.028800000,120 days 22:23:59.971200000,176 days 22:23:59.971200000,56 days 00:00:00.000000000
8810,2014-09-30 00:00:00.000000000,2014-06-20 00:00:00.000000000,2014-07-07 00:00:00.000000000,2013-12-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-22 12:37:53.702400000,2013-09-15 12:37:53.702400000,99 days 11:22:06.297600000,-3 days +11:22:06.297600000,-102 days +00:00:00.000000000
8811,2014-07-30 00:00:00.000000000,2014-07-11 00:00:00.000000000,2014-08-04 00:00:00.000000000,2013-12-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-21 12:37:53.702400000,2013-09-15 12:37:53.702400000,99 days 11:22:06.297600000,80 days 11:22:06.297600000,-19 days +00:00:00.000000000
8812,2014-08-25 00:00:00.000000000,2014-09-12 00:00:00.000000000,2014-10-13 00:00:00.000000000,2014-07-02 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-17 12:37:53.702400000,2014-03-24 12:37:53.702400000,99 days 11:22:06.297600000,117 days 11:22:06.297600000,18 days 00:00:00.000000000
8813,2014-12-31 00:00:00.000000000,2014-10-30 00:00:00.000000000,2014-11-07 00:00:00.000000000,2014-05-02 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-05 22:04:48.000000000,2014-01-05 22:04:48.000000000,116 days 01:55:12.000000000,54 days 01:55:12.000000000,-62 days +00:00:00.000000000
8814,2014-09-30 00:00:00.000000000,2014-09-05 00:00:00.000000000,2014-09-08 00:00:00.000000000,2014-05-02 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-05 22:04:48.000000000,2014-01-05 22:04:48.000000000,116 days 01:55:12.000000000,91 days 01:55:12.000000000,-25 days +00:00:00.000000000
8815,2014-08-15 00:00:00.000000000,2014-08-15 00:00:00.000000000,2014-08-25 00:00:00.000000000,2013-10-21 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-20 22:04:48.000000000,2013-06-26 22:04:48.000000000,116 days 01:55:12.000000000,116 days 01:55:12.000000000,0 days 00:00:00.000000000
8816,2014-09-30 00:00:00.000000000,2014-06-29 00:00:00.000000000,2014-08-04 00:00:00.000000000,2013-12-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-22 12:37:53.702400000,2013-09-15 12:37:53.702400000,99 days 11:22:06.297600000,6 days 11:22:06.297600000,-93 days +00:00:00.000000000
8817,2014-08-29 00:00:00.000000000,2014-11-05 00:00:00.000000000,2014-11-07 00:00:00.000000000,2013-10-21 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-04 22:04:48.000000000,2013-06-26 22:04:48.000000000,116 days 01:55:12.000000000,184 days 01:55:12.000000000,68 days 00:00:00.000000000
8818,2014-07-31 00:00:00.000000000,2014-07-25 00:00:00.000000000,2014-07-31 00:00:00.000000000,2014-04-16 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-28 12:00:00.000000000,2014-01-12 12:00:00.000000000,93 days 12:00:00.000000000,87 days 12:00:00.000000000,-6 days +00:00:00.000000000
8819,2014-08-30 00:00:00.000000000,2014-07-25 00:00:00.000000000,2014-07-31 00:00:00.000000000,2014-04-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-28 12:00:00.000000000,2014-01-20 12:00:00.000000000,93 days 12:00:00.000000000,57 days 12:00:00.000000000,-36 days +00:00:00.000000000
8820,2014-09-01 00:00:00.000000000,2014-09-01 00:00:00.000000000,2014-09-02 00:00:00.000000000,2014-06-05 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-16 02:17:08.563200000,2014-01-18 02:17:08.563200000,137 days 21:42:51.436800000,137 days 21:42:51.436800000,0 days 00:00:00.000000000
8821,2014-08-13 00:00:00.000000000,2014-09-24 00:00:00.000000000,2014-11-06 00:00:00.000000000,2014-05-07 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-10 19:59:59.971200000,2014-02-01 19:59:59.971200000,94 days 04:00:00.028800000,136 days 04:00:00.028800000,42 days 00:00:00.000000000
8822,2014-07-30 00:00:00.000000000,2014-08-01 00:00:00.000000000,2014-08-22 00:00:00.000000000,2014-04-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-14 00:00:00.000000000,2014-01-05 00:00:00.000000000,107 days 00:00:00.000000000,109 days 00:00:00.000000000,2 days 00:00:00.000000000
8823,2014-08-31 00:00:00.000000000,2014-10-30 00:00:00.000000000,2014-11-13 00:00:00.000000000,2014-01-17 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-06 22:04:48.000000000,2013-09-22 22:04:48.000000000,116 days 01:55:12.000000000,176 days 01:55:12.000000000,60 days 00:00:00.000000000
8824,2014-08-29 00:00:00.000000000,2014-09-29 00:00:00.000000000,2014-10-06 00:00:00.000000000,2013-10-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-04-30 01:36:00.028800000,2013-06-02 01:36:00.028800000,120 days 22:23:59.971200000,151 days 22:23:59.971200000,31 days 00:00:00.000000000
8825,2014-08-29 00:00:00.000000000,2014-09-02 00:00:00.000000000,2014-10-17 00:00:00.000000000,2013-10-31 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-27 12:00:00.000000000,2013-07-29 12:00:00.000000000,93 days 12:00:00.000000000,97 days 12:00:00.000000000,4 days 00:00:00.000000000
8826,2014-08-31 00:00:00.000000000,2014-10-27 00:00:00.000000000,2014-11-07 00:00:00.000000000,2014-01-17 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-06 22:04:48.000000000,2013-09-22 22:04:48.000000000,116 days 01:55:12.000000000,173 days 01:55:12.000000000,57 days 00:00:00.000000000
8827,2014-09-30 00:00:00.000000000,2014-10-24 00:00:00.000000000,2014-11-10 00:00:00.000000000,2014-05-07 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-27 19:59:59.971200000,2014-02-01 19:59:59.971200000,94 days 04:00:00.028800000,118 days 04:00:00.028800000,24 days 00:00:00.000000000
8828,2014-09-15 00:00:00.000000000,2014-09-19 00:00:00.000000000,2014-09-19 00:00:00.000000000,2013-05-06 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-31 00:00:00.000000000,2013-01-19 00:00:00.000000000,107 days 00:00:00.000000000,111 days 00:00:00.000000000,4 days 00:00:00.000000000
8829,2014-11-27 00:00:00.000000000,2014-11-27 00:00:00.000000000,2014-12-23 00:00:00.000000000,2014-05-07 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-08-24 19:59:59.971200000,2014-02-01 19:59:59.971200000,94 days 04:00:00.028800000,94 days 04:00:00.028800000,0 days 00:00:00.000000000
8830,2014-09-30 00:00:00.000000000,2014-09-03 00:00:00.000000000,2014-09-05 00:00:00.000000000,2013-11-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-30 00:00:00.000000000,2013-08-19 00:00:00.000000000,92 days 00:00:00.000000000,65 days 00:00:00.000000000,-27 days +00:00:00.000000000
8831,2014-10-31 00:00:00.000000000,2014-09-25 00:00:00.000000000,2014-09-26 00:00:00.000000000,2014-02-07 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-24 01:15:47.404800000,2013-10-31 01:15:47.404800000,98 days 22:44:12.595200000,62 days 22:44:12.595200000,-36 days +00:00:00.000000000
8832,2014-10-31 00:00:00.000000000,2014-10-30 00:00:00.000000000,2014-11-13 00:00:00.000000000,2014-01-17 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-06 22:04:48.000000000,2013-09-22 22:04:48.000000000,116 days 01:55:12.000000000,115 days 01:55:12.000000000,-1 days +00:00:00.000000000
8833,2014-09-30 00:00:00.000000000,2014-10-02 00:00:00.000000000,2014-10-22 00:00:00.000000000,2013-10-31 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-28 12:00:00.000000000,2013-07-29 12:00:00.000000000,93 days 12:00:00.000000000,95 days 12:00:00.000000000,2 days 00:00:00.000000000
8834,2014-11-30 00:00:00.000000000,2014-09-23 00:00:00.000000000,2014-10-17 00:00:00.000000000,2014-07-11 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-08-28 12:00:00.000000000,2014-04-08 12:00:00.000000000,93 days 12:00:00.000000000,25 days 12:00:00.000000000,-68 days +00:00:00.000000000
8835,2014-09-30 00:00:00.000000000,2014-10-31 00:00:00.000000000,2014-11-14 00:00:00.000000000,2014-04-09 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-14 12:00:00.000000000,2014-01-21 12:00:00.000000000,77 days 12:00:00.000000000,108 days 12:00:00.000000000,31 days 00:00:00.000000000
8836,2014-10-31 00:00:00.000000000,2014-10-15 00:00:00.000000000,2014-10-28 00:00:00.000000000,2014-04-18 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-02 13:42:51.465600000,2014-02-18 13:42:51.465600000,58 days 10:17:08.534400000,42 days 10:17:08.534400000,-16 days +00:00:00.000000000
8837,2014-11-24 00:00:00.000000000,2014-10-30 00:00:00.000000000,2014-11-07 00:00:00.000000000,2014-06-13 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-08-16 12:37:53.702400000,2014-03-05 12:37:53.702400000,99 days 11:22:06.297600000,74 days 11:22:06.297600000,-25 days +00:00:00.000000000
8838,2015-04-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,2014-07-14 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-12-10 07:45:52.905600000,2014-03-11 07:45:52.905600000,124 days 16:14:07.094400000,124 days 16:14:07.094400000,0 days 00:00:00.000000000
8839,2015-01-30 00:00:00.000000000,2015-02-18 00:00:00.000000000,2015-02-23 00:00:00.000000000,2014-07-14 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-27 07:45:52.905600000,2014-03-11 07:45:52.905600000,124 days 16:14:07.094400000,143 days 16:14:07.094400000,19 days 00:00:00.000000000
8840,2014-11-30 00:00:00.000000000,2014-10-30 00:00:00.000000000,2014-11-03 00:00:00.000000000,2014-04-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-08-30 00:00:00.000000000,2014-01-23 00:00:00.000000000,92 days 00:00:00.000000000,61 days 00:00:00.000000000,-31 days +00:00:00.000000000
8841,2015-01-30 00:00:00.000000000,2015-01-23 00:00:00.000000000,2015-01-28 00:00:00.000000000,2014-01-15 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-05-25 07:59:59.971200000,2013-05-10 07:59:59.971200000,249 days 16:00:00.028800000,242 days 16:00:00.028800000,-7 days +00:00:00.000000000
8842,2014-11-28 00:00:00.000000000,2014-12-02 00:00:00.000000000,2014-12-08 00:00:00.000000000,2014-01-29 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-04 07:01:27.811200000,2013-09-04 07:01:27.811200000,146 days 16:58:32.188800000,150 days 16:58:32.188800000,4 days 00:00:00.000000000
8843,2014-11-28 00:00:00.000000000,2014-12-02 00:00:00.000000000,2014-12-08 00:00:00.000000000,2014-05-23 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-04 07:01:27.811200000,2013-12-27 07:01:27.811200000,146 days 16:58:32.188800000,150 days 16:58:32.188800000,4 days 00:00:00.000000000
8844,2015-01-30 00:00:00.000000000,2014-12-19 00:00:00.000000000,2014-12-23 00:00:00.000000000,2014-01-29 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-20 12:00:00.000000000,2013-06-19 12:00:00.000000000,223 days 12:00:00.000000000,181 days 12:00:00.000000000,-42 days +00:00:00.000000000
8845,2015-03-02 00:00:00.000000000,2015-03-02 00:00:00.000000000,2015-03-09 00:00:00.000000000,2014-05-02 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-24 12:55:23.116800000,2013-12-24 12:55:23.116800000,128 days 11:04:36.883200000,128 days 11:04:36.883200000,0 days 00:00:00.000000000
8846,2015-03-02 00:00:00.000000000,2015-03-02 00:00:00.000000000,2015-03-09 00:00:00.000000000,2014-05-02 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-24 12:55:23.116800000,2013-12-24 12:55:23.116800000,128 days 11:04:36.883200000,128 days 11:04:36.883200000,0 days 00:00:00.000000000
8847,2015-01-30 00:00:00.000000000,2015-01-05 00:00:00.000000000,2015-01-06 00:00:00.000000000,2014-06-04 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-08-28 12:42:21.196800000,2013-12-31 12:42:21.196800000,154 days 11:17:38.803200000,129 days 11:17:38.803200000,-25 days +00:00:00.000000000
8848,2015-02-16 00:00:00.000000000,2015-01-24 00:00:00.000000000,2015-02-03 00:00:00.000000000,2014-06-04 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-14 12:42:21.196800000,2013-12-31 12:42:21.196800000,154 days 11:17:38.803200000,131 days 11:17:38.803200000,-23 days +00:00:00.000000000
8849,2015-01-30 00:00:00.000000000,2014-12-29 00:00:00.000000000,2015-01-06 00:00:00.000000000,2014-04-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-22 19:34:44.169600000,2014-01-15 19:34:44.169600000,99 days 04:25:15.830400000,67 days 04:25:15.830400000,-32 days +00:00:00.000000000
8850,2015-01-30 00:00:00.000000000,2014-12-29 00:00:00.000000000,2015-01-06 00:00:00.000000000,2014-04-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-22 19:34:44.169600000,2014-01-15 19:34:44.169600000,99 days 04:25:15.830400000,67 days 04:25:15.830400000,-32 days +00:00:00.000000000
8851,2015-02-16 00:00:00.000000000,2015-01-19 00:00:00.000000000,2015-01-27 00:00:00.000000000,2014-05-23 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-07 12:00:00.000000000,2013-10-11 12:00:00.000000000,223 days 12:00:00.000000000,195 days 12:00:00.000000000,-28 days +00:00:00.000000000
8852,2015-01-30 00:00:00.000000000,2015-02-19 00:00:00.000000000,2015-02-20 00:00:00.000000000,2014-04-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-07-14 09:20:00.009600000,2013-10-06 09:20:00.009600000,199 days 14:39:59.990400000,219 days 14:39:59.990400000,20 days 00:00:00.000000000
8853,2015-01-30 00:00:00.000000000,2015-01-14 00:00:00.000000000,2015-01-20 00:00:00.000000000,2014-04-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-22 19:34:44.169600000,2014-01-15 19:34:44.169600000,99 days 04:25:15.830400000,83 days 04:25:15.830400000,-16 days +00:00:00.000000000
8854,2015-02-16 00:00:00.000000000,2015-01-30 00:00:00.000000000,2015-02-02 00:00:00.000000000,2014-11-03 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-14 12:42:21.196800000,2014-06-01 12:42:21.196800000,154 days 11:17:38.803200000,137 days 11:17:38.803200000,-17 days +00:00:00.000000000
8855,2015-02-16 00:00:00.000000000,2015-03-12 00:00:00.000000000,2015-03-16 00:00:00.000000000,2014-04-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-06-11 07:59:59.971200000,2013-08-17 07:59:59.971200000,249 days 16:00:00.028800000,273 days 16:00:00.028800000,24 days 00:00:00.000000000
8856,2015-02-28 00:00:00.000000000,2015-02-05 00:00:00.000000000,2015-02-10 00:00:00.000000000,2014-08-13 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-11-20 19:34:44.169600000,2014-05-05 19:34:44.169600000,99 days 04:25:15.830400000,76 days 04:25:15.830400000,-23 days +00:00:00.000000000
8857,2015-02-03 00:00:00.000000000,2015-02-10 00:00:00.000000000,2015-02-16 00:00:00.000000000,2014-12-22 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-01 12:42:21.196800000,2014-07-20 12:42:21.196800000,154 days 11:17:38.803200000,161 days 11:17:38.803200000,7 days 00:00:00.000000000
8858,2015-02-27 00:00:00.000000000,2015-02-28 00:00:00.000000000,2015-03-05 00:00:00.000000000,2014-11-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-09-04 03:00:00.000000000,2014-05-27 03:00:00.000000000,175 days 21:00:00.000000000,176 days 21:00:00.000000000,1 days 00:00:00.000000000
8859,2015-03-31 00:00:00.000000000,2015-03-20 00:00:00.000000000,2015-03-23 00:00:00.000000000,2014-12-23 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-12-16 05:42:51.408000000,2014-09-09 05:42:51.408000000,104 days 18:17:08.592000000,93 days 18:17:08.592000000,-11 days +00:00:00.000000000
8860,2015-03-02 00:00:00.000000000,2015-03-10 00:00:00.000000000,2015-03-17 00:00:00.000000000,2014-04-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-11-22 19:34:44.169600000,2014-01-15 19:34:44.169600000,99 days 04:25:15.830400000,107 days 04:25:15.830400000,8 days 00:00:00.000000000
8861,2015-05-15 00:00:00.000000000,2015-05-25 00:00:00.000000000,2015-06-22 00:00:00.000000000,2014-11-25 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-27 09:20:00.009600000,2014-05-09 09:20:00.009600000,199 days 14:39:59.990400000,209 days 14:39:59.990400000,10 days 00:00:00.000000000
8862,2015-04-30 00:00:00.000000000,2015-03-18 00:00:00.000000000,2015-03-20 00:00:00.000000000,2014-08-13 00:00:00.000000000,1910-01-01 00:00:00.000000000,2015-01-20 19:34:44.169600000,2014-05-05 19:34:44.169600000,99 days 04:25:15.830400000,56 days 04:25:15.830400000,-43 days +00:00:00.000000000
8863,2015-06-16 00:00:00.000000000,2015-05-25 00:00:00.000000000,2015-06-15 00:00:00.000000000,2015-01-26 00:00:00.000000000,1910-01-01 00:00:00.000000000,2015-02-11 07:45:52.905600000,2014-09-23 07:45:52.905600000,124 days 16:14:07.094400000,102 days 16:14:07.094400000,-22 days +00:00:00.000000000
8864,2015-04-30 00:00:00.000000000,2015-04-22 00:00:00.000000000,2015-04-24 00:00:00.000000000,2014-06-04 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-11-26 12:42:21.196800000,2013-12-31 12:42:21.196800000,154 days 11:17:38.803200000,146 days 11:17:38.803200000,-8 days +00:00:00.000000000
8865,2015-06-30 00:00:00.000000000,2015-04-15 00:00:00.000000000,2015-04-20 00:00:00.000000000,2014-09-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2015-03-22 19:34:44.169600000,2014-06-11 19:34:44.169600000,99 days 04:25:15.830400000,23 days 04:25:15.830400000,-76 days +00:00:00.000000000
8866,2015-06-19 00:00:00.000000000,2015-06-08 00:00:00.000000000,2015-06-19 00:00:00.000000000,2014-10-24 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-11-07 12:00:00.000000000,2014-03-14 12:00:00.000000000,223 days 12:00:00.000000000,212 days 12:00:00.000000000,-11 days +00:00:00.000000000
8867,2015-06-08 00:00:00.000000000,2015-06-08 00:00:00.000000000,2015-06-19 00:00:00.000000000,2014-05-23 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-27 12:00:00.000000000,2013-10-11 12:00:00.000000000,223 days 12:00:00.000000000,223 days 12:00:00.000000000,0 days 00:00:00.000000000
8868,2015-06-08 00:00:00.000000000,2015-06-08 00:00:00.000000000,2015-06-19 00:00:00.000000000,2014-05-23 00:00:00.000000000,1910-01-01 00:00:00.000000000,2014-10-27 12:00:00.000000000,2013-10-11 12:00:00.000000000,223 days 12:00:00.000000000,223 days 12:00:00.000000000,0 days 00:00:00.000000000
8869,2015-06-30 00:00:00.000000000,2015-04-29 00:00:00.000000000,2015-04-29 00:00:00.000000000,2014-09-19 00:00:00.000000000,1910-01-01 00:00:00.000000000,2015-03-22 19:34:44.169600000,2014-06-11 19:34:44.169600000,99 days 04:25:15.830400000,37 days 04:25:15.830400000,-62 days +00:00:00.000000000
